id,url
platform2Plot1cam1,http://85.214.136.59/camhi_data/platform2/Plot1/cam1/NRT/P24031308595910.jpg
platform2Plot1cam2,http://85.214.136.59/camhi_data/platform2/Plot1/cam2/NRT/P24031220233210.jpg
